#SUBMITTED ID	LOCATION_ARM	NAME	SYMBOL
FBgn0040658	2R	-	CG13516
FBgn0040670	3R	enhancer of yellow 2b	e(y)2b
FBgn0040674	2R	-	CG9445
FBgn0040684	3R	-	CG12589
FBgn0040696	3L	-	CG18675
FBgn0040705	2L	NADH dehydrogenase (ubiquinone) B8 subunit	ND-B8
FBgn0040717	2L	Neuropeptide-like precursor 4	Nplp4
FBgn0040718	2L	-	CG15353
FBgn0040719	2L	-	CG15357
FBgn0040723	2L	-	CG5011
FBgn0040729	2R	-	CG15126
FBgn0040759	2R	-	CG13177
FBgn0040784	X	karr	karr
FBgn0040795	3L	-	CG13038
FBgn0040812	3L	-	CG8750
FBgn0040814	3L	-	CG14113
FBgn0040816	3L	-	CG12521
FBgn0040837	3L	-	CG8620
FBgn0040850	X	-	CG15210
FBgn0040871	X	-	CG12479
FBgn0040904	X	-	CG15577
FBgn0040905	X	-	CG15578
FBgn0040906	X	-	CG15579
FBgn0040963	2L	-	CG18662
FBgn0040973	2L	-	CG16824
FBgn0040989	2L	-	CG5693
FBgn0041182	2L	Thioester-containing protein 2	Tep2
FBgn0041184	2L	Suppressor of cytokine signaling at 36E	Socs36E
FBgn0041194	3L	Phosphoribosylamidotransferase 2	Prat2
FBgn0041205	2R	kenny	key
FBgn0041246	2L	Gustatory receptor 32a	Gr32a
FBgn0041337	2L	Cytochrome P450 309a2	Cyp309a2
FBgn0041582	2R	tamo	tamo
FBgn0041712	2R	yellow-d	yellow-d
FBgn0042105	3R	-	CG18748
FBgn0042135	2R	Gdap2	Gdap2
FBgn0042175	2L	-	CG18858
FBgn0042201	3L	Neuropeptide-like precursor 3	Nplp3
FBgn0042207	3R	-	CG18530
FBgn0042710	3R	Hex-t2	Hex-t2
FBgn0042711	3R	Hex-t1	Hex-t1
FBgn0043005	3R	portabella	prt
FBgn0043470	2R	lambdaTry	lambdaTry
FBgn0043471	2R	kappaTry	kappaTry
FBgn0043530	2R	Odorant-binding protein 51a	Obp51a
FBgn0043532	2R	Odorant-binding protein 56i	Obp56i
FBgn0043533	2R	Odorant-binding protein 56f	Obp56f
FBgn0043535	2R	Odorant-binding protein 57a	Obp57a
FBgn0043539	2L	Odorant-binding protein 22a	Obp22a
FBgn0043576	2R	Peptidoglycan recognition protein SC1a	PGRP-SC1a
FBgn0043783	3L	-	CG32444
FBgn0043792	2R	-	CG30427
FBgn0043825	2L	-	CG18284
FBgn0044050	3L	Insulin-like peptide 3	Ilp3
FBgn0044810	3R	Turandot X	TotX
FBgn0045823	3L	visgun	vsg
FBgn0045842	2L	yuri gagarin	yuri
FBgn0045866	3R	baiser	bai
FBgn0046225	3R	-	CG17230
FBgn0046302	2L	-	CG10650
FBgn0046323	Y	Occludin-Related Y	ORY
FBgn0046332	3R	gasket	gskt
FBgn0046689	3R	Tak1-like 1	Takl1
FBgn0046692	2R	Ste20-like kinase	Stlk
FBgn0046697	Y	Ppr-Y	Ppr-Y
FBgn0046698	Y	Protein phosphatase 1, Y-linked 2	Pp1-Y2
FBgn0046876	3R	Odorant-binding protein 83ef	Obp83ef
FBgn0046878	3R	Odorant-binding protein 83cd	Obp83cd
FBgn0047000	3L	-	CG33946
FBgn0047135	3L	-	CG32276
FBgn0047334	3L	BG642312	BG642312
FBgn0050008	2R	-	CG30008
FBgn0050022	2R	-	CG30022
FBgn0050056	2R	-	CG30056
FBgn0050065	2R	-	CG30065
FBgn0050085	2R	Rap1 interacting factor 1	Rif1
FBgn0050093	2R	Cytochrome c oxidase subunit 6A-like	COX6AL
FBgn0050094	2R	-	CG30094
FBgn0050101	2R	-	Vajk4
FBgn0050103	2R	-	CG30103
FBgn0050104	2R	Ecto-5'-nucleotidase 2	NT5E-2
FBgn0050110	2R	-	CG30110
FBgn0050115	2R	Guanine nucleotide exchange factor in mesoderm	GEFmeso
FBgn0050147	2R	Hillarin	Hil
FBgn0050148	2R	-	CG30148
FBgn0050151	2R	-	CG30151
FBgn0050156	2R	-	CG30156
FBgn0050163	2R	Cuticular protein 60D	Cpr60D
FBgn0050178	2R	-	CG30178
FBgn0050184	2R	-	CG30184
FBgn0050192	2R	-	CG30192
FBgn0050284	2R	-	CG30284
FBgn0050293	2R	Chitinase 12	Cht12
FBgn0050295	2R	Ipk1	Ipk1
FBgn0050323	2R	-	CG30323
FBgn0050355	2R	-	CG30355
FBgn0050371	2R	-	CG30371
FBgn0050376	2R	-	CG30376
FBgn0050393	2R	-	CG30393
FBgn0050395	2R	-	CG30395
FBgn0050401	2R	distal antenna-young	dany
FBgn0050417	2R	testis-specifically expressed bromodomain containing protein-3	tbrd-3
FBgn0050424	2R	cGAS-like receptor 2	cGlr2
FBgn0050438	2R	UDP-glycosyltransferase family 50 member B3	Ugt50B3
FBgn0050447	2R	-	CG30447
FBgn0050456	
FBgn0050466	2R	-	CG30466
FBgn0050472	2R	-	CG30472
FBgn0050486	2R	-	CG30486
FBgn0050488	2R	antares	antr
FBgn0050502	2R	fatty acid 2-hydroylase	fa2h
FBgn0051004	3R	mesh	mesh
FBgn0051007	3R	-	CG31007
FBgn0051013	3R	-	CG31013
FBgn0051017	3R	prolyl-4-hydroxylase-alpha NE3	PH4alphaNE3
FBgn0051021	3R	-	CG31021
FBgn0051028	3R	-	CG31028
FBgn0051041	3R	-	CG31041
FBgn0051055	3R	-	CG31055
FBgn0051068	3R	-	CG31068
FBgn0051075	3R	-	CG31075
FBgn0051087	3R	-	CG31087
FBgn0051091	3R	-	CG31091
FBgn0051092	3R	Lipophorin receptor 2	LpR2
FBgn0051098	3R	-	CG31098
FBgn0051102	3R	-	CG31102
FBgn0051104	3R	-	CG31104
FBgn0051105	3R	pickpocket 22	ppk22
FBgn0051106	3R	-	CG31106
FBgn0051108	3R	Tubulin tyrosine ligase-like 5	TTLL5
FBgn0051115	3R	-	CG31115
FBgn0051128	3R	-	CG31128
FBgn0051141	3R	-	CG31141
FBgn0051146	3R	Neuroligin 1	Nlg1
FBgn0051148	3R	Glucocerebrosidase 1a	Gba1a
FBgn0051156	3R	-	CG31156
FBgn0051198	3R	-	CG31198
FBgn0051205	3R	-	CG31205
FBgn0051217	3R	modular serine protease	modSP
FBgn0051230	3R	-	CG31230
FBgn0051244	3R	-	CG31244
FBgn0051245	3R	-	CG31245
FBgn0051269	3R	-	CG31269
FBgn0051272	3R	-	CG31272
FBgn0051287	3R	-	CG31287
FBgn0051294	3R	-	CG31294
FBgn0051320	3R	HEAT repeat containing 2	HEATR2
FBgn0051326	3R	-	CG31326
FBgn0051343	3R	-	CG31343
FBgn0051345	3R	-	CG31345
FBgn0051347	3R	-	CG31347
FBgn0051373	3R	-	CG31373
FBgn0051406	3R	-	CG31406
FBgn0051410	3R	Niemann-Pick type C-2e	Npc2e
FBgn0051418	3R	-	CG31418
FBgn0051419	3R	-	CG31419
FBgn0051431	3R	-	CG31431
FBgn0051459	3R	-	CG31459
FBgn0051463	3R	-	CG31463
FBgn0051465	3R	-	CG31465
FBgn0051482	3R	-	CG31482
FBgn0051501	3R	nuclear export factor 4	nxf4
FBgn0051515	3R	-	CG31515
FBgn0051516	3R	-	CG31516
FBgn0051525	3R	-	CG31525
FBgn0051528	3R	-	CG31528
FBgn0051538	3R	-	CG31538
FBgn0051546	3R	-	CG31546
FBgn0051547	3R	sodium potassium chloride cotransporter	NKCC
FBgn0051609	2L	-	CG31609
FBgn0051624	2L	-	CG31624
FBgn0051627	2L	-	CG31627
FBgn0051635	2L	-	CG31635
FBgn0051642	2L	-	CG31642
FBgn0051659	2L	-	CG31659
FBgn0051663	2L	-	CG31663
FBgn0051673	2L	-	CG31673
FBgn0051674	2L	-	CG31674
FBgn0051677	2L	-	CG31677
FBgn0051680	2L	-	CG31680
FBgn0051693	2L	-	CG31693
FBgn0051697	2L	-	CG31697
FBgn0051704	2L	-	CG31704
FBgn0051708	2L	Dpr-interacting protein zeta	DIP-zeta
FBgn0051709	2L	-	CG31709
FBgn0051712	2L	-	CG31712
FBgn0051742	2L	Proteasome beta5 subunit-related 2	Prosbeta5R2
FBgn0051752	2L	-	CG31752
FBgn0051755	2L	Sister of Yb	SoYb
FBgn0051759	2L	-	CG31759
FBgn0051776	2L	-	CG31776
FBgn0051779	2L	Accessory gland protein 24A4	Acp24A4
FBgn0051787	2L	-	CG31787
FBgn0051802	2L	-	CG31802
FBgn0051803	2L	Radial spoke head protein 9	Rsph9
FBgn0051805	2L	-	CG31805
FBgn0051809	2L	-	CG31809
FBgn0051810	2L	-	CG31810
FBgn0051815	2L	-	CG31815
FBgn0051848	2L	-	CG31848
FBgn0051851	2L	N(alpha)-acetyltransferase 20 B	Naa20B
FBgn0051860	2L	Zinc transporter 33D	ZnT33D
FBgn0051861	2L	-	CG31861
FBgn0051867	2L	-	CG31867
FBgn0051882	2L	-	CG31882
FBgn0051897	2L	-	CG31897
FBgn0051901	2L	Mucin related 29B	Mur29B
FBgn0051902	2L	Serpin 28Da	Spn28Da
FBgn0051907	2L	Male specific transcript 27D	Mst27D
FBgn0051909	2L	-	CG31909
FBgn0051933	2L	-	CG31933
FBgn0051948	2L	-	CG31948
FBgn0051949	2L	-	CG31949
FBgn0051952	2L	-	CG31952
FBgn0051955	2L	-	CG31955
FBgn0051960	2L	-	CG31960
FBgn0052006	4	-	CG32006
FBgn0052022	3L	-	CG32022
FBgn0052023	3L	-	CG32023
FBgn0052024	3L	-	CG32024
FBgn0052056	3L	scramblase 1	scramb1
FBgn0052072	3L	Elongase 68alpha	Elo68alpha
FBgn0052082	3L	Insulin receptor substrate 53 kDa	IRSp53
FBgn0052091	3L	-	CG32091
FBgn0052107	3L	-	CG32107
FBgn0052119	3L	-	CG32119
FBgn0052161	3L	-	CG32161
FBgn0052185	3L	elevated during infection	edin
FBgn0052190	3L	NUCB1	NUCB1
FBgn0052192	3L	-	CG32192
FBgn0052195	3L	-	CG32195
FBgn0052201	3L	-	CG32201
FBgn0052203	3L	Serpin 75F	Spn75F
FBgn0052219	3L	-	CG32219
FBgn0052228	3L	-	CG32228
FBgn0052237	3L	-	CG32237
FBgn0052240	3L	-	CG32240
FBgn0052251	3L	Claspin	Claspin
FBgn0052255	3L	Gustatory receptor 64f	Gr64f
FBgn0052259	3L	-	CG32259
FBgn0052284	3L	-	CG32284
FBgn0052305	3L	-	CG32305
FBgn0052313	3L	-	CG32313
FBgn0052320	3L	-	CG32320
FBgn0052368	3L	-	CG32368
FBgn0052392	3L	Radial spoke head protein 3	Rsph3
FBgn0052425	3L	-	CG32425
FBgn0052437	3L	-	CG32437
FBgn0052445	3L	-	CG32445
FBgn0052447	3L	-	CG32447
FBgn0052450	3L	-	CG32450
FBgn0052473	3R	-	CG32473
FBgn0052475	3L	methuselah-like 8	mthl8
FBgn0052476	3L	methuselah-like 14	mthl14
FBgn0052487	3L	-	CG32487
FBgn0052488	3L	-	CG32488
FBgn0052523	X	-	CG32523
FBgn0052548	X	-	CG32548
FBgn0052568	X	-	CG32568
FBgn0052572	X	-	CG32572
FBgn0052574	X	Tweedlealpha	Twdlalpha
FBgn0052579	X	-	CG32579
FBgn0052580	X	Mucin 14A	Muc14A
FBgn0052581	X	suppression of retinal degeneration disease 1 upon overexpression 2	sordd2
FBgn0052591	X	-	CG32591
FBgn0052601	X	Nascent-associated complex beta-subunit-like, testis 3	betaNACtes3
FBgn0052641	X	-	CG32641
FBgn0052643	X	-	CG32643
FBgn0052650	X	-	CG32650
FBgn0052655	X	-	CG32655
FBgn0052656	X	Mucin 11A	Muc11A
FBgn0052667	X	short spindle 7	ssp7
FBgn0052698	X	Carbonic anhydrase-related protein B	CARPB
FBgn0052703	X	Extracellularly regulated kinase 7	Erk7
FBgn0052712	X	-	CG32712
FBgn0052713	X	-	CG32713
FBgn0052718	X	-	CG32718
FBgn0052750	X	-	CG32750
FBgn0052774	X	Mucin 4B	Muc4B
FBgn0052783	X	Gemin 4c	Gem4c
FBgn0052786	X	Gemin 4b	Gem4b
FBgn0052816	X	-	CG32816
FBgn0052832	2L	-	CG32832
FBgn0052843	2R	Diuretic hormone 31 Receptor	Dh31-R
FBgn0052846	3L	-	CG32846
FBgn0052984	2L	-	CG32984
FBgn0052986	2L	-	CG32986
FBgn0053060	3L	-	CG33060
FBgn0053080	X	-	CG33080
FBgn0053087	2R	LDL receptor protein 1	LRP1
FBgn0053109	3R	-	CG33109
FBgn0053121	2L	Serpin 28Db	Spn28Db
FBgn0053136	2R	-	CG33136
FBgn0053138	2R	1,4-Alpha-Glucan Branching Enzyme	AGBE
FBgn0053155	2R	-	CG33155
FBgn0053169	3L	-	CG33169
FBgn0053191	3R	-	CG33191
FBgn0053192	3R	Metallothionein D	MtnD
FBgn0053198	2R	presenilin enhancer	pen-2
FBgn0053225	2R	-	CG33225
FBgn0053236	X	Ste:CG33236	Ste:CG33236
FBgn0053252	X	-	CG33252
FBgn0053258	3L	-	CG33258
FBgn0053265	3L	Mucin 68E	Muc68E
FBgn0053278	3L	-	CG33278
FBgn0053285	3L	-	CG33285
FBgn0053290	3L	-	CG33290
FBgn0053293	3R	-	CG33293
FBgn0053302	2L	Cuticular protein 31A	Cpr31A
FBgn0053309	2L	-	CG33309
FBgn0053322	2L	-	CG33322
FBgn0053325	3R	-	CG33325
FBgn0053333	3R	-	CG33333
FBgn0053346	3R	-	CG33346
FBgn0053489	3L	-	CG33489
FBgn0053494	3R	-	CG33494
FBgn0053503	2R	Cytochrome P450 12d1 distal	Cyp12d1-d
FBgn0053509	2L	-	CG33509
FBgn0053514	3L	-	CG33514
FBgn0053517	X	Dopamine 2-like receptor	Dop2R
FBgn0053519	2R	Unc-89	Unc-89
FBgn0053523	3L	-	CG33523
FBgn0053530	2R	Accessory gland protein 53C14c	Acp53C14c
FBgn0053532	2L	lectin-37Da	lectin-37Da
FBgn0053533	2L	lectin-37Db	lectin-37Db
FBgn0053556	3L	formin 3	form3
FBgn0053664	X	-	CG33664
FBgn0053665	X	-	CG33665
FBgn0053666	X	-	CG33666
FBgn0053668	X	-	CG33668
FBgn0053704	2R	-	CG33704
FBgn0053773	3R	-	CG33773
FBgn0053926	3L	-	CG33926
FBgn0054025	3L	-	CG34025
FBgn0054033	2R	-	CG34033
FBgn0054034	3R	-	CG34034
FBgn0054040	2R	-	CG34040
FBgn0054041	3R	-	CG34041
FBgn0054043	2L	-	CG34043
FBgn0054051	2L	-	CG34051
FBgn0054057	3L	-	CG34057
FBgn0058006	2L	-	CG40006
FBgn0058064	Y	Aldehyde reductase Y	ARY
FBgn0058198	3R	-	CG40198
FBgn0058263	2R	Major Facilitator Superfamily Transporter 17	MFS17
FBgn0061356	2R	Hydroxyacid oxidase	Hao
FBgn0061515	3L	endosulfine	endos
FBgn0062449	2R	-	CG13197
FBgn0063261	3R	-	CG31275
FBgn0063492	2R	Glutathione S transferase E8	GstE8
FBgn0063493	2R	Glutathione S transferase E7	GstE7
FBgn0063494	2R	Glutathione S transferase E6	GstE6
FBgn0063496	2R	Glutathione S transferase E4	GstE4
FBgn0063497	2R	Glutathione S transferase E3	GstE3
FBgn0063499	2R	Glutathione S transferase E10	GstE10
FBgn0063667	3L	meep	meep
FBgn0063923	3L	Kaz1-ORFB	Kaz1-ORFB
FBgn0064912	3R	-	CG31178
FBgn0066101	3R	Lipophorin receptor 1	LpR1
FBgn0067317	3R	Chibby	Cby
FBgn0067861	X	Sperm-specific dynein intermediate chain 1	Sdic1
FBgn0067905	2R	Daisho2	Dso2
FBgn0069938	X	-	CG41106
FBgn0083068	3L	-	CG33947
FBgn0083141	2L	Serpin 28B	Spn28B
FBgn0083936	2R	Accessory gland protein 54A1	Acp54A1
FBgn0083938	2L	BG642163	BG642163
FBgn0083943	3R	-	CG34107
FBgn0083946	3R	lost boys	lobo
FBgn0083965	3R	-	CG34129
FBgn0083966	3R	-	CG34130
FBgn0084001	2L	-	CG41434
FBgn0085191	2L	-	CG34162
FBgn0085195	2L	-	CG34166
FBgn0085196	2L	-	CG34167
FBgn0085204	2L	-	CG34175
FBgn0085205	2L	-	CG34176
FBgn0085210	2L	-	CG34181
FBgn0085211	2L	Ribosomal protein S28-like	RpS28-like
FBgn0085217	2R	-	CG34188
FBgn0085227	2R	-	CG34198
FBgn0085232	2R	-	CG34203
FBgn0085239	2R	-	CG34210
FBgn0085240	2R	-	CG34211
FBgn0085241	2R	-	CG34212
FBgn0085245	2R	-	CG34216
FBgn0085265	2R	-	CG34236
FBgn0085312	3R	-	CG34283
FBgn0085313	3R	-	CG34284
FBgn0085316	3R	-	CG34287
FBgn0085317	3R	-	CG34288
FBgn0085320	3R	-	CG34291
FBgn0085324	3R	-	CG34295
FBgn0085327	3R	-	CG34298
FBgn0085328	3R	-	CG34299
FBgn0085334	3R	-	CG34305
FBgn0085353	X	-	CG34324
FBgn0085354	X	-	CG34325
FBgn0085356	X	-	CG34327
FBgn0085359	X	-	CG34330
FBgn0085396	2L	-	CG34367
FBgn0085405	3R	-	CG34376
FBgn0085423	2L	GRAM domain containing 1B	GramD1B
FBgn0085424	2L	nubbin	nub
FBgn0085425	2R	-	CG34396
FBgn0085426	2R	Rad, Gem/Kir family member 3	Rgk3
FBgn0085427	2L	-	CG34398
FBgn0085433	3R	-	CG34404
FBgn0085437	X	-	CG34408
FBgn0085454	3R	-	CG34425
FBgn0085455	3L	-	CG34426
FBgn0085461	3R	-	CG34432
FBgn0085462	3R	-	CG34433
FBgn0085476	2L	-	CG34447
FBgn0085479	X	-	CG34450
FBgn0085488	2R	-	CG34459
FBgn0085692	211000022280328	-	CG41561
FBgn0085736	3L	-	CG40472
FBgn0086254	3L	Aldo-keto reductase 1B	Akr1B
FBgn0086356	2R	tumbleweed	tum
FBgn0086362	3R	spn-F	spn-F
FBgn0086365	3R	Organic cation transporter 2	Orct2
FBgn0086532	2R	Serine palmitoyltransferase subunit I	Spt-I
FBgn0086558	X	Ubiquitin-5E	Ubi-p5E
FBgn0086674	X	Tyrosylprotein sulfotransferase	Tpst
FBgn0086690	3L	Pericentrin-like protein	Plp
FBgn0086691	2L	UK114	UK114
FBgn0086895	2R	peanuts	pea
FBgn0086909	2L	-	CG31751
FBgn0086912	2L	mushroom body miniature	mbm
FBgn0086915	3L	Male-specific transcript 77F	Mst77F
FBgn0087002	4	apolipophorin	apolpp
FBgn0087007	3L	big bang	bbg
FBgn0087011	2R	-	CG41520
FBgn0087035	3L	Argonaute 2	AGO2
FBgn0250757	3R	-	CG42235
FBgn0250788	X	beta Spectrin	beta-Spec
FBgn0250789	3L	alpha Spectrin	alpha-Spec
FBgn0250824	2R	-	CG33655
FBgn0250831	3R	BG642167	BG642167
FBgn0250832	3R	Ductus ejaculatorius peptide 99B	Dup99B
FBgn0250835	2L	-	CG15394
FBgn0250841	2L	-	CG17242
FBgn0250844	2L	-	CG4218
FBgn0250846	3R	globin 2	glob2
FBgn0250847	2L	-	CG14034
FBgn0250848	3L	26-29kD-proteinase	26-29-p
FBgn0250862	X	-	CG42237
FBgn0250904	X	-	CG34434
FBgn0250907	2L	Chitinase 10	Cht10
FBgn0259111	2L	Na[+]-driven anion exchanger 1	Ndae1
FBgn0259148	3L	-	CG42263
FBgn0259170	X	alpha-Mannosidase class I a	alpha-Man-Ia
FBgn0259171	X	Phosphodiesterase 9	Pde9
FBgn0259183	2R	-	CG42287
FBgn0259184	2R	-	CG42288
FBgn0259212	3R	canoe	cno
FBgn0259214	4	plasma membrane calcium ATPase	PMCA
FBgn0259244	3R	-	CG42342
FBgn0259677	X	-	CG42346
FBgn0259685	3R	crumbs	crb
FBgn0259701	3L	-	CG42355
FBgn0259711	2R	-	CG42365
FBgn0259739	3L	-	CG42393
FBgn0259740	3R	-	CG42394
FBgn0259742	2R	-	CG42360
FBgn0259748	3L	-	CG42397
FBgn0259824	3L	Huntingtin-interacting protein 14	Hip14
FBgn0259878	2R	Follistatin	Fs
FBgn0259896	2L	Nimrod C1	NimC1
FBgn0259922	2L	Skadu	Skadu
FBgn0259949	2L	Seminal fluid protein 23F	Sfp23F
FBgn0259951	2L	Seminal fluid protein 24Ba	Sfp24Ba
FBgn0259952	2L	Seminal fluid protein 24Bb	Sfp24Bb
FBgn0259953	2L	Seminal fluid protein 24Bd	Sfp24Bd
FBgn0259954	2L	-	CG42464
FBgn0259955	2L	-	CG42465
FBgn0259956	2L	Seminal fluid protein 24C1	Sfp24C1
FBgn0259957	2L	-	CG42467
FBgn0259959	2L	Seminal fluid protein 26Ac	Sfp26Ac
FBgn0259960	2L	-	CG42470
FBgn0259961	2L	-	CG42471
FBgn0259963	2L	Seminal fluid protein 33A2	Sfp33A2
FBgn0259964	2L	Seminal fluid protein 33A3	Sfp33A3
FBgn0259968	2R	Seminal fluid protein 60F	Sfp60F
FBgn0259969	3L	Seminal fluid protein 65A	Sfp65A
FBgn0259970	3L	Seminal fluid protein 70A4	Sfp70A4
FBgn0259971	3L	-	CG42481
FBgn0259972	3L	Seminal fluid protein 77F	Sfp77F
FBgn0259973	3L	Seminal fluid protein 79	Sfp79B
FBgn0259974	3R	Seminal fluid protein 84E	Sfp84E
FBgn0259975	3R	Seminal fluid protein 87B	Sfp87B
FBgn0259984	2L	kuzbanian	kuz
FBgn0259998	2L	-	CG17571
FBgn0260005	3R	water witch	wtrw
FBgn0260006	X	drop dead	drd
FBgn0260049	3L	flare	flr
FBgn0260396	3L	-	CG42521
FBgn0260442	3L	rhea	rhea
FBgn0260480	3L	-	CG32295
FBgn0260481	3L	-	CG32454
FBgn0260744	3R	Transport and Golgi organization 9	Tango9
FBgn0260746	3R	Ectoderm-expressed 3	Ect3
FBgn0260749	2L	Utx histone demethylase	Utx
FBgn0260780	X	wispy	wisp
FBgn0260793	3R	2mit	2mit
FBgn0260798	2R	G protein-coupled receptor kinase 1	Gprk1
FBgn0260933	2L	reduced mechanoreceptor potential A	rempA
FBgn0260934	2R	par-1	par-1
FBgn0260936	3L	scrawny	scny
FBgn0260942	3R	james bond	bond
FBgn0260964	2R	Vesicular monoamine transporter	Vmat
FBgn0260969	3R	-	CG42592
FBgn0260996	2L	-	CG42597
FBgn0261041	2R	straightjacket	stj
FBgn0261053	3R	Cadherin 86C	Cad86C
FBgn0261054	2L	Seminal fluid protein 24Bc	Sfp24Bc
FBgn0261055	2L	Seminal fluid protein 26Ad	Sfp26Ad
FBgn0261058	2L	Seminal fluid protein 38D	Sfp38D
FBgn0261059	3L	Seminal fluid protein 78E	Sfp78E
FBgn0261060	3R	Seminal fluid protein 93F	Sfp93F
FBgn0261061	3R	Seminal fluid protein 96F	Sfp96F
FBgn0261108	3R	Autophagy-related 13	Atg13
FBgn0261112	3L	beta-Amyloid precursor protein binding protein 1	APP-BP1
FBgn0261113	3R	Xrp1	Xrp1
FBgn0261238	3R	Alhambra	Alh
FBgn0261244	X	inactivation no afterpotential E	inaE
FBgn0261258	3L	regeneration	rgn
FBgn0261260	X	Megalin	mgl
FBgn0261262	3R	-	CG42613
FBgn0261267	2R	-	CG42615
FBgn0261270	2R	Selenophosphate synthetase 1	Sps1
FBgn0261291	3R	Chemosensory protein A 86a	CheA86a
FBgn0261349	2L	Male-specific transcript 36Fb	Mst36Fb
FBgn0261380	3R	mitochondrial ribosomal protein L37	mRpL37
FBgn0261399	Y	Protein phosphatase 1, Y-linked 1	Pp1-Y1
FBgn0261436	3R	Dihydropterin deaminase	DhpD
FBgn0261444	X	-	CG3638
FBgn0261458	2L	capulet	capt
FBgn0261529	2L	male sterile (2) 34Fe	ms(2)34Fe
FBgn0261568	2L	-	CG42682
FBgn0261570	X	raskol	raskol
FBgn0261574	3L	kugelei	kug
FBgn0261575	3R	target of brain insulin	tobi
FBgn0261583	3R	-	CG42693
FBgn0261610	X	-	CG42699
FBgn0261611	2R	-	CG42700
FBgn0261614	2R	-	CG42703
FBgn0261624	X	Inhibitor-3	I-3
FBgn0261627	2L	-	CG42710
FBgn0261630	2L	-	CG42713
FBgn0261675	X	Niemann-Pick type C-1b	Npc1b
FBgn0261686	2R	-	CG42733
FBgn0261710	X	no circadian temperature entrainment	nocte
FBgn0261797	3L	Dynein heavy chain 64C	Dhc64C
FBgn0261800	2L	LanB1	LanB1
FBgn0261806	2L	-	CG42752
FBgn0261807	2R	-	CG42753
FBgn0261823	2R	Additional sex combs	Asx
FBgn0261853	2R	-	CG42782
FBgn0261860	3R	-	CG42789
FBgn0261862	2R	withered	whd
FBgn0261932	3R	-	CG42798
FBgn0261984	3R	Inositol-requiring enzyme-1	Ire1
FBgn0261985	3L	Protein tyrosine phosphatase Meg	Ptpmeg
FBgn0261989	2R	-	CG42807
FBgn0261992	2L	-	CG42810
FBgn0262004	3R	-	CG42822
FBgn0262007	3L	-	CG42825
FBgn0262010	3R	-	CG42828
FBgn0262017	2L	-	CG42830
FBgn0262035	3L	-	CG42846
FBgn0262036	2L	-	CG42847
FBgn0262098	2R	-	CG42851
FBgn0262099	3L	-	CG42852
FBgn0262100	3L	-	CG42853
FBgn0262102	2R	-	CG42855
FBgn0262104	3R	-	CG42857
FBgn0262123	2R	lethal (2) 41Ab	l(2)41Ab
FBgn0262143	3R	-	CG42869
FBgn0262150	2L	-	CG42876
FBgn0262352	2L	-	CG43050
FBgn0262354	2L	-	CG43052
FBgn0262357	2L	-	CG43055
FBgn0262358	2L	-	CG43056
FBgn0262363	3R	-	CG43061
FBgn0262364	3R	-	CG43062
FBgn0262365	3R	-	CG43063
FBgn0262366	3L	-	CG43064
FBgn0262477	3R	Forkhead box P	FoxP
FBgn0262478	2R	-	CG43068
FBgn0262479	2R	-	CG43069
FBgn0262485	X	-	CG43075
FBgn0262486	X	-	CG43076
FBgn0262487	X	-	CG43077
FBgn0262508	3L	-	CG43078
FBgn0262515	2R	Vacuolar H[+] ATPase AC45 accessory subunit	VhaAC45
FBgn0262519	3L	Mi-2	Mi-2
FBgn0262524	3L	verrocchio	ver
FBgn0262534	X	-	CG43088
FBgn0262537	3R	-	CG43091
FBgn0262547	2R	-	CG43101
FBgn0262566	2R	-	CG43106
FBgn0262568	2R	-	CG43108
FBgn0262570	2R	-	CG43110
FBgn0262575	X	-	CG43115
FBgn0262581	3L	-	CG43121
FBgn0262583	2R	-	CG43123
FBgn0262588	3R	-	CG43125
FBgn0262592	3L	-	CG43127
FBgn0262593	3L	Shaker cognate b	Shab
FBgn0262598	2L	mitoshell	mtsh
FBgn0262608	X	-	CG43134
FBgn0262612	X	-	CG43138
FBgn0262621	2L	-	CG43145
FBgn0262623	3L	-	CG43147
FBgn0262679	3L	-	CG43149
FBgn0262716	3L	Actin-related protein 3	Arp3
FBgn0262721	2L	-	CG43165
FBgn0262736	2R	Vacuolar H[+] ATPase 16kD subunit 1	Vha16-1
FBgn0262782	2L	Malate dehydrogenase 1	Mdh1
FBgn0262787	3L	-	CG43168
FBgn0262794	3R	-	CG43175
FBgn0262801	3R	twisted bristles roughened eye	twr
FBgn0262812	2R	-	CG43183
FBgn0262814	2L	-	CG43185
FBgn0262819	2R	-	CG43190
FBgn0262838	2R	Bomanin Tailed 1	BomT1
FBgn0262842	3L	Ubiquinol-cytochrome c reductase 6.4 kDa subunit-like	UQCR-6.4L
FBgn0262845	2R	-	CG43209
FBgn0262854	3L	-	CG43218
FBgn0262866	X	Ribosomal protein S6 kinase II	S6kII
FBgn0262871	3R	lute	lute
FBgn0262876	2L	-	CG43231
FBgn0262880	2L	-	CG43235
FBgn0262894	3L	-	CG43249
FBgn0262896	3L	-	CG43251
FBgn0262899	3R	-	CG43254
FBgn0262948	2R	-	CG43267
FBgn0262960	2L	-	CG43271
FBgn0262961	2R	-	CG43272
FBgn0262966	2R	-	CG43277
FBgn0262983	3R	-	CG43291
FBgn0262999	2L	-	CG43307
FBgn0263023	3R	-	CG43318
FBgn0263026	2L	-	CG43321
FBgn0263080	2L	-	CG43348
